,SPY,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,DBC,USO,UUP,FXE,FXY,VNQ
2003-12-31,111.52,112.99,136.8999,164.0997,85.57,84.73,110.85,,,,,,,,,
2004-01-02,112.19,112.629,138.0399,168.3897,85.09,84.52,110.57,,,,,,,,,
2004-01-05,112.52,113.55,139.8999,173.4597,84.38,84.01,110.15,,,,,,,,,
2004-01-06,112.73,114.13,140.1999,173.4597,85.39,84.69,110.95,,,,,,,,,
2004-01-07,113.06,114.55,139.1499,171.8997,85.7,84.93,111.29,,,,,,,,,
2004-01-08,113.41,115.73,140.7399,172.8996,85.64,84.89,111.3,,,,,,,,,
2004-01-09,113.5,116.01,140.4799,173.6196,87.07,85.82,112.2,,,,,,,,,
2004-01-12,113.25,116.5,141.9999,172.8495,87.38,86.15,112.72,,,,,,,,,
2004-01-13,113.23,116.32,140.3899,172.5996,87.47,86.25,112.88,,,,,,,,,
2004-01-14,113.66,116.78,140.5099,171.6597,87.92,86.44,113.11,,,,,,,,,
2004-01-15,114.06,117.103,139.9399,170.7096,88.31,86.87,113.3,,,,,,,,,
2004-01-16,114.31,118.12,139.3499,168.6297,88.8,86.62,113.44,,,,,,,,,
2004-01-20,114.65,119.13,140.6799,173.6496,87.93,86.22,113.18,,,,,,,,,
2004-01-21,115.3,119.37,142.2299,174.3495,87.81,86.23,112.99,,,,,,,,,
2004-01-22,115.38,119.73,142.3899,173.7396,88.48,86.56,113.617,,,,,,,,,
2004-01-23,115.37,118.82,141.8399,173.5995,88.9,86.78,113.87,,,,,,,,,
2004-01-26,115.93,120.06,140.9599,174.1497,87.36,85.9,112.75,,,,,,,,,
2004-01-27,116.5,119.9,141.1699,175.0296,87.4,85.92,112.78,,,,,,,,,
2004-01-28,115.28,119.34,141.3499,174.4596,87.85,86.23,113.12,,,,,,,,,
2004-01-29,113.85,116.99,138.8499,170.4897,86.58,85.25,111.96,,,,,,,,,
2004-01-30,113.72,116.38,138.4899,167.9298,87.22,85.6,112.36,,,,,,,,,
2004-02-02,114.68,116.75,138.7199,168.1596,86.88,85.67,111.88,,,,,,,,,
2004-02-03,114.14,115.82,138.7099,168.0495,86.99,85.55,111.95,,,,,,,,,
2004-02-04,113.73,114.81,137.8199,166.3497,86.86,85.46,111.85,,,,,,,,,
2004-02-05,113.54,113.87,138.6199,165.7596,87.08,85.5,111.9,,,,,,,,,
2004-02-06,114.7,116.63,140.2399,169.6596,87.45,85.75,112.1,,,,,,,,,
2004-02-09,114.87,117.3,141.9999,172.4895,87.64,85.9,112.3,,,,,,,,,
2004-02-10,115.14,118.05,141.4999,171.8796,87.55,85.75,112.25,,,,,,,,,
2004-02-11,116.39,118.93,143.3199,174.3897,88.2,86.3,112.86,,,,,,,,,
2004-02-12,116.27,119.1,142.2299,174.9696,88.0,86.2,112.83,,,,,,,,,
2004-02-13,116.2,118.74,143.1399,176.1495,88.1,86.4,113.008,,,,,,,,,
2004-02-17,116.43,118.7,144.7198,177.6996,87.89,86.32,113.03,,,,,,,,,
2004-02-18,116.6,118.87,144.4898,177.9096,88.18,86.52,113.1,,,,,,,,,
2004-02-19,116.39,118.94,144.4898,175.7697,87.95,86.25,113.51,,,,,,,,,
2004-02-20,115.56,116.5,143.3999,172.1997,87.83,86.2,112.96,,,,,,,,,
2004-02-23,115.26,115.96,142.6699,173.0895,87.88,86.26,112.84,,,,,,,,,
2004-02-24,114.99,114.99,141.9899,169.9197,88.39,86.56,113.08,,,,,,,,,
2004-02-25,115.06,115.46,141.5199,171.2796,88.36,86.54,113.24,,,,,,,,,
2004-02-26,115.29,116.49,140.8899,172.1295,87.96,86.39,112.95,,,,,,,,,
2004-02-27,115.74,117.1,141.9699,174.9096,88.78,86.74,113.31,,,,,,,,,
2004-03-01,116.34,118.59,143.5399,178.6896,88.64,86.73,113.05,,,,,,,,,
2004-03-02,116.97,118.9,143.0299,178.7196,88.2,86.31,112.84,,,,,,,,,
2004-03-03,115.87,118.32,140.9899,176.1297,87.64,85.98,112.5,,,,,,,,,
2004-03-04,116.1,119.3,141.8799,177.2496,87.95,86.21,112.65,,,,,,,,,
2004-03-05,116.95,120.43,143.1899,178.1196,90.0,87.5,114.35,,,,,,,,,
2004-03-08,116.62,120.33,143.0999,178.9995,90.32,87.78,114.48,,,,,,,,,
2004-03-09,115.21,118.3,142.4399,176.6997,90.85,88.14,114.76,,,,,,,,,
2004-03-10,114.77,117.76,140.7999,175.1997,90.93,88.16,114.75,,,,,,,,,
2004-03-11,113.27,116.0,138.2399,169.2297,91.05,88.33,114.79,,,,,,,,,
